Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"void init_kernel<double>(double*, double*, double*, double, double, double) [clone .kd]",2,0,0,1138191,1138191,33554432,1024,0,0,12,4,32,64,0x0,0x7f07cd215380,1579488,61844972,6926816784,381011018617013,381960359710622,381960570254218,381012002951419
1,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,2,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1078057,104827864,11740670768,381012002971479,381960570336288,381960634059429,381012337593013
2,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,4,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1071113,86198882,9654126056,381012337588894,381960634093901,381960698142649,381012667744857
3,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,6,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1597974,105699302,11838433776,381012667724358,381960698174809,381960749863856,381012868336911
4,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,8,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1503836,169043280,381012868277952,381960749903225,381960801063174,381013049996067
5,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,10,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1319828,148014512,381013049989977,381960801096614,381960820245454,381013070591579
6,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,12,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1066401,89255140,9996928840,381013070591469,381960820294633,381960884162099,381013388640380
7,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,14,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1053691,23000796,2576035120,381013388664909,381960884192942,381960947742641,381013715393526
8,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,16,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1604546,119217112,13352398136,381013715394096,381960947770161,381960998740320,381013924181723
9,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,18,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1481128,166633096,381013924172654,381960998772992,381961049523304,381014103523865
10,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,20,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1320016,148127512,381014103504235,381961049551944,381961068679011,381014124269685
11,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,22,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1060170,65691342,7357820288,381014124278015,381961068725171,381961134609946,381014425036472
12,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,24,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1053939,26227592,2937215024,381014424982943,381961134639764,381961199812028,381014738137659
13,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,26,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1572864,1481810,165685560,381014738107980,381961199844175,381961262841313,381014908970153
14,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,28,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1481708,166201488,381014908953933,381961263631234,381961315123379,381015084104139
15,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,30,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1322034,148284704,381015084094009,381961315333449,381961334482114,381015103598278
16,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,32,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1049072,5149154,576367976,381015103605208,381961334623823,381961398845192,381015547061783
17,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,34,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1067827,116284518,13024112888,381015547047343,381961398908742,381961462513304,381015950560305
18,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,36,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1572864,1483700,165795096,381015950553115,381961462583100,381961642037137,381016139241792
19,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,38,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1618651,70107026,7851783504,381016139203163,381961642179377,381961692810335,381016330021558
20,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,40,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1321412,147909016,381016330006578,381961692846496,381961711972758,381016350973054
21,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,42,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1048576,821956,92085248,381016350988014,381961712034895,381961942855193,381016648833866
22,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,44,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1048576,939618,104935216,381016648752408,381961942954015,381962282497003,381016986805520
23,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,46,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1572864,1485214,166074280,381016986735191,381962282831677,381962400322542,381017166390537
24,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,48,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1588705,59315834,6642191680,381017166356428,381962400379733,381962591636616,381017371729428
25,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,50,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1314822,147791408,381017371726728,381962591682536,381962611183040,381017392504787
26,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,52,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1048576,822702,91929640,381017392521247,381962611236691,381962791818703,381017692340189
27,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,54,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1056047,56377782,6313991376,381017692307480,381962791863039,381963117779924,381018027121502
28,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,56,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1572864,1471404,165659800,381018027094862,381963117812496,381963234591998,381018209355419
29,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,58,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1484434,166338648,381018209324489,381963234636270,381963424866579,381018387262972
30,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,60,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1310070,146939192,381018387239273,381963424897459,381963445365003,381018407882934
31,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,62,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1064200,79434236,8896789328,381018407876664,381963445424435,381963625222415,381018718468610
32,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,64,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1048576,811826,90254568,381018718470970,381963625268613,381963982465031,381019047156797
33,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,66,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1615458,62815084,7035831712,381019047116547,381963982546375,381964103338208,381019248439740
34,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,68,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1486516,166154896,381019248430110,381964103387547,381964285464413,381019428943464
35,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,70,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1236352,138742656,381019428910264,381964285501853,381964305448277,381019449670893
36,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,72,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1048576,815576,91826696,381019449661914,381964305492514,381964536319996,381019748309854
37,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,74,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1071330,82579050,9250205248,381019748301084,381964536595809,381964908129208,381020073448225
38,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,76,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1572864,1498646,167764224,381020073442045,381964908274651,381965128970439,381020254853635
39,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,78,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1488306,166315248,381020254824695,381965129125974,381965366225302,381020435008340
40,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,80,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1317672,147472264,381020434976870,381965366277302,381965385789805,381020455639267
41,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,82,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1056574,47743626,5347957584,381020455643207,381965385832361,381965803369214,381020785319503
42,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,84,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1048576,808520,90696584,381020785286703,381965803507375,381966231146487,381021092727096
43,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,86,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1572864,1404296,156912240,381021092682016,381966231417852,381966620303114,381021272142642
44,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,88,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1540800,173333536,381021279972496,381966620451694,381966803274474,381021457914434
45,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,90,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1233062,138076448,381021457872535,381966803343594,381966846562366,381021478616681
46,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,92,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1048576,813940,91721160,381021478614431,381966846681168,381967285311461,381021773543148
47,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,94,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1048576,833668,93879392,381021773505939,381967285455092,381967816508385,381022082124952
48,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,96,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1591681,101571474,11376120784,381022082085932,381967816794380,381968188716273,381022283829371
49,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,98,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1495378,166567744,381022283825111,381968188785183,381968583609182,381022465838065
50,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,100,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1323382,147786152,381022465806295,381968583822942,381968606267129,381022486411982
51,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,102,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1048576,818376,92057176,381022486429392,381968606310214,381969071380052,381022842084971
52,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,104,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1052761,60595048,6786161568,381022842070951,381969071586432,381969594628028,381023269490898
53,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,106,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1572864,1476576,165737960,381023269486798,381969594813106,381969805727914,381023496103138
54,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,108,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1398976,157069856,381023496057778,381969805916173,381970140841856,381023680135525
55,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,110,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1316890,147835840,381023680105025,381970140919296,381970163461083,381023701053940
56,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,112,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1053908,39074906,4376333688,381023701061929,381970163505248,381970552729403,381024044073974
57,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,114,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1048576,812984,90800600,381024044057364,381970552873579,381971077333091,381024357905823
58,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,116,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1572864,1387740,156553720,381024357859353,381971077465207,381971284853610,381024545518740
59,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,118,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1493916,166940440,381024545463441,381971284885933,381971506385556,381024725577540
60,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,120,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1321184,147932528,381024725519701,381971506579156,381971527228460,381024746102759
61,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,122,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1063859,71882670,8051188736,381024746103739,381971527274443,381971894287531,381025071779878
62,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,124,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1048576,816736,90546184,381025071767038,381971894355710,381972272180332,381025378463797
63,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,126,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1572864,1479518,165515040,381025378441558,381972272355219,381972592130473,381025552573338
64,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,128,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1491314,166700544,381025552552108,381972592181293,381972964197261,381025716972409
65,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,130,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1322478,148088312,381025716939550,381972964327341,381972987141608,381025736560045
66,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,132,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1074833,99236002,11113623624,381025736571495,381972987226639,381973441342691,381026060417900
67,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,134,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1048576,803044,90629696,381026060410560,381973441472947,381973848473900,381026372455274
68,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,136,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1572864,1400340,156844368,381026372416655,381973848517087,381974080686156,381026551738111
69,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,138,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1481958,166454584,381026551696722,381974080884689,381974274551155,381026730282634
70,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,140,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1313164,147298504,381026730240325,381974274587635,381974294842858,381026750861012
71,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,142,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1054497,96206046,10775670744,381026750845142,381974294882308,381974739147146,381027128220038
72,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,144,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1048576,840402,94317080,381027128201589,381974739426904,381975243857894,381027538045333
73,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,146,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1572864,1397906,156732088,381027537993923,381975243988662,381975530776352,381027717677787
74,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,148,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1486798,166415528,381027717620117,381975530947417,381975748303665,381027896415018
75,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,150,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1323576,147841184,381027896372799,381975748460305,381975769210408,381027917070635
76,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,152,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1052916,29734310,3330461816,381027917079775,381975769324613,381976240601325,381028241993401
77,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,154,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1048576,797044,90417144,381028241987171,381976240732358,381976771142574,381028555441273
78,"void add_kernel<double>(double const*, double const*, double*) [clone .kd]",2,0,156,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215240,1572864,1481278,165625112,381028555405264,381976771306557,381977145953715,381028735392825
79,"void triad_kernel<double>(double*, double const*, double const*) [clone .kd]",2,0,158,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd2152c0,1572864,1483726,166195224,381028735352595,381977146016636,381977531246197,381028916702555
80,"void dot_kernel<double>(double const*, double const*, double*, int) [clone .kd]",2,0,160,1138191,1138191,16777216,1024,8192,0,20,4,32,64,0x0,0x7f07cd215340,1310720,1315816,147631280,381028916672885,381977531473237,381977553891502,381028937352562
81,"void copy_kernel<double>(double const*, double*) [clone .kd]",2,0,162,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215200,1051087,15484134,1734169128,381028937352702,381977553989682,381977992607470,381029257283260
82,"void mul_kernel<double>(double*, double const*) [clone .kd]",2,0,164,1138191,1138191,33554432,1024,0,0,8,0,16,64,0x0,0x7f07cd215280,1048576,821614,91261424,381029257274920,381977992708344,381978529970884,381029580565610
